algo,k,frac,m,seed,r1,r2,r3
random,32,0.05,4169,1,1.0028421898679551,0.9415906130509708,1.0314919573849168
random,32,0.05,4169,2,0.9898599882762728,0.9457387609847356,1.0264555745473865
random,32,0.05,4169,3,0.9938436669136461,0.937595685160357,1.0322458303278046
random,32,0.05,4169,4,0.9927892204139223,0.9461207502619954,1.0205349116536941
lightweight,32,0.1,8337,0,0.9960438889650635,0.9666663181176673,1.0151362541908937
lightweight,32,0.1,8337,1,0.9927174237141826,0.9609357757420371,1.0188328506384494
lightweight,32,0.1,8337,2,1.0062028739472555,0.9679922425697971,1.0236325274792382
lightweight,32,0.1,8337,3,1.0059833397892208,0.965604501937274,1.021513411936106
lightweight,32,0.1,8337,4,0.9932531352338504,0.9624675881601419,1.0193354603344766
random,32,0.1,8337,0,1.001694470334854,0.9699997916534547,1.0229364974395754
random,32,0.1,8337,1,1.006000761601809,0.9802090500124171,1.0108333613329366
random,32,0.1,8337,2,0.9985544467689087,0.9757515533506553,1.0142365749860485
random,32,0.1,8337,3,1.005315634435317,0.9785628853889373,1.0166208499955531
random,32,0.1,8337,4,0.998265467508619,0.9737063578067497,1.0170298415632708
lightweight,32,0.25,20843,0,0.9965228211108903,0.9832309303177393,1.0105882859138533
lightweight,32,0.25,20843,1,0.9917167802522056,0.9759199311069451,1.010233215721058
lightweight,32,0.25,20843,2,1.0033526788651252,0.9896049565344849,1.0046489750357595
lightweight,32,0.25,20843,3,1.0049652674505765,0.9940695965290095,1.0080438318192633
lightweight,32,0.25,20843,4,0.9949231398151006,0.9855454436827726,1.0075858756450298
random,32,0.25,20843,0,0.9936649267924349,0.9838610976750778,1.0075467279280383
random,32,0.25,20843,1,1.0110090350745378,1.000777360959428,1.0058204934849313
random,32,0.25,20843,2,0.9980758704790264,0.9895647681402933,1.0059276938735742
random,32,0.25,20843,3,1.0014896099883432,0.9940275072813719,1.0040990294268255
random,32,0.25,20843,4,0.9987147015248109,0.9904261752111244,1.006009936404011
