algo,k,frac,m,seed,r1,r2,r3
lightweight,4,0.1,99932,3,1.0047025175917437,1.004429593771573,1.0001624403036928
lightweight,4,0.1,99932,4,0.999553837154137,0.9993955262967603,1.000058176306328
random,4,0.1,99932,0,0.9991173551432133,0.9983604211682976,1.0001404252936654
random,4,0.1,99932,1,0.9958822016646112,0.9957923729264994,1.0001596855377972
random,4,0.1,99932,2,1.0035469776698622,1.0034498943962185,1.0004122351253861
random,4,0.1,99932,3,1.005875937268415,1.0057418365976833,1.0002182308076022
random,4,0.1,99932,4,1.0003996935270714,1.0003309490177654,1.0000367540322834
lightweight,4,0.25,249829,0,1.0010397717985386,1.0010322622228682,1.0001926277691815
lightweight,4,0.25,249829,1,1.0004276854389398,1.000374179278585,1.0002182799346067
lightweight,4,0.25,249829,2,1.0010185801617022,1.000927690910497,1.0002098245852562
lightweight,4,0.25,249829,3,1.0013757342396161,1.0013182504721962,1.0000283174314026
lightweight,4,0.25,249829,4,0.9981604462354947,0.9979333485961394,1.0002895585795268
random,4,0.25,249829,0,0.9996238023836885,0.9994582070641117,1.000025840316561
random,4,0.25,249829,1,0.9981123245481529,0.998090546912753,1.0000013369477514
random,4,0.25,249829,2,0.9996080038004341,0.9995230598109094,1.0003251782632259
random,4,0.25,249829,3,0.9981172770998559,0.9981078177002428,0.9999938411982431
random,4,0.25,249829,4,0.9994410044818298,0.9990366631520229,1.0000955808994503
lightweight,4,0.5,499658,0,1.0000248398367357,0.9999957418532753,1.000076521205571
lightweight,4,0.5,499658,1,1.0003367398868768,1.0005541915222032,1.0000731019722882
lightweight,4,0.5,499658,2,0.9997795965023146,0.9996852892340999,1.0002148130450403
lightweight,4,0.5,499658,3,1.0009918027436366,1.0006738488546805,1.0000346097938637
lightweight,4,0.5,499658,4,0.9989861458479811,0.9989490603851914,1.000006514828131
random,4,0.5,499658,0,1.0003658499680095,1.0002973635908115,1.0000233378597887
random,4,0.5,499658,1,0.9993755310770642,0.9993151838372476,1.0001974048917943
random,4,0.5,499658,2,0.9994047942380125,0.9993844114729982,0.9999965589922266
random,4,0.5,499658,3,0.9999457189757486,0.9999276682078901,1.0001176584948164
random,4,0.5,499658,4,1.0006472263360484,1.0006004275941407,1.000021866769771
lightweight,8,0.0025,2498,0,1.0100947997888567,0.9827754094803516,1.0348624939709707
lightweight,8,0.0025,2498,1,0.9939848452248803,0.987282200458416,1.0027444637291099
lightweight,8,0.0025,2498,2,1.000770129807086,0.9923885438855049,1.0049370048320267
lightweight,8,0.0025,2498,3,1.0195517972076742,0.995733664787891,1.0324041833658393
lightweight,8,0.0025,2498,4,1.0287653077599856,1.01767610952445,1.0068842970730147
